peer,KPI,sort,average,Product,Value,Rank,group,Hierarchy1,last,Code
Report & Dashboard Focus,Self-Service,17,4.968298573,Phocas,8.917862961,3,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,Pyramid,9.489059493,2,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,QlikView,2.99995681,14,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,Report One,4.187093886,8,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,SAP Analytics Cloud,2.873146147,15,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,SAP BO BI,2.760791139,16,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,TARGIT,3.624578943,11,2,,,
Report & Dashboard Focus,Self-Service,17,4.968298573,Zoho Analytics,1,17,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Domo,9.756875325,2,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Dundas,3.919528915,11,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Entrinsik,10,1,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,IBM Cog. Analytics,1,17,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Logi Analytics,5.930449893,6,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Looker,5.771962195,7,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Microsoft Power BI,4.636542721,9,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,MicroStrategy,4.217066851,10,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Oracle Analytics Cloud,3.843595848,12,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Phocas,9.36054167,3,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Pyramid,5.237661823,8,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,QlikView,3.28915735,14,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Report One,8.382952439,4,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,SAP Analytics Cloud,2.402040681,16,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,SAP BO BI,2.898240683,15,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,TARGIT,6.23899113,5,2,,,
Report & Dashboard Focus,Ease of Use,18,5.335487347,Zoho Analytics,3.817677383,13,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Domo,8.147592548,3,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Dundas,9.850579,1,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Entrinsik,3.648936747,9,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,IBM Cog. Analytics,2.050979493,15,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Logi Analytics,6.461039602,5,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Looker,8.84574088,2,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Microsoft Power BI,3.926693445,8,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,MicroStrategy,3.347036298,12,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Oracle Analytics Cloud,3.516614204,11,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Phocas,6.599792831,4,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Pyramid,3.633971206,10,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,QlikView,4.6014876,7,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Report One,2.097381314,14,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,SAP Analytics Cloud,1,17,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,SAP BO BI,1.506942081,16,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,TARGIT,5.39310204,6,2,,,
Report & Dashboard Focus,Flexibility,19,4.576486915,Zoho Analytics,3.172388258,13,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Domo,5.376046497,8,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Dundas,4.719441975,10,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Entrinsik,6.10538758,4,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,IBM Cog. Analytics,3.598277608,13,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Logi Analytics,4.168520164,12,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Looker,3.188023249,15,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Microsoft Power BI,4.344386474,11,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,MicroStrategy,5.547283099,7,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Oracle Analytics Cloud,1,17,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Phocas,6.202809992,3,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Pyramid,8.653791129,1,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,QlikView,5.877028795,6,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Report One,3.015018451,16,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,SAP Analytics Cloud,6.65551914,2,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,SAP BO BI,6.10538758,4,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,TARGIT,5.337143931,9,2,,,
Report & Dashboard Focus,Query Performance,20,4.909048152,Zoho Analytics,3.559752922,14,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Domo,6,9,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Dundas,6.142857143,8,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Entrinsik,7.242553191,6,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,IBM Cog. Analytics,4.96,14,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Logi Analytics,5.371428571,12,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Looker,1,17,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Microsoft Power BI,7.035294118,7,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,MicroStrategy,7.995876289,3,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Oracle Analytics Cloud,4.786206897,15,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Phocas,8.8,1,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Pyramid,7.6,5,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,QlikView,7.765517241,4,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Report One,8.510344828,2,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,SAP Analytics Cloud,5.863829787,10,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,SAP BO BI,5.68,11,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,TARGIT,3.4,16,2,,,
Report & Dashboard Focus,Performance Satisfaction,21,6.070384177,Zoho Analytics,5.042622951,13,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Domo,4.408469579,13,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Dundas,8.608367243,3,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Entrinsik,10,1,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,IBM Cog. Analytics,3.075168734,15,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Logi Analytics,5.978222997,8,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Looker,7.819695983,5,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Microsoft Power BI,4.813320826,11,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,MicroStrategy,7.352783179,7,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Oracle Analytics Cloud,5.832793848,9,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Phocas,8.747252747,2,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Pyramid,8.107511391,4,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,QlikView,2.564359421,16,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Report One,5.200984991,10,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,SAP Analytics Cloud,3.721650566,14,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,SAP BO BI,1,17,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,TARGIT,7.378106214,6,2,,,
Report & Dashboard Focus,Sales Experience,22,5.830401422,Zoho Analytics,4.508136463,12,2,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Domo,5.438078098,9,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Dundas,6.25983291,5,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Entrinsik,5.236996925,12,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,IBM Cog. Analytics,5.387586152,10,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Logi Analytics,5.096791788,13,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Looker,5.877666002,8,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Microsoft Power BI,5.946010854,7,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,MicroStrategy,6.779200476,2,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Oracle Analytics Cloud,6.474198001,3,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Phocas,7.18014328,1,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Pyramid,6.205504071,6,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,QlikView,3.826260954,16,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Report One,4.045047183,15,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,SAP Analytics Cloud,6.377042723,4,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,SAP BO BI,2.898508136,17,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,TARGIT,5.282626816,11,1,,,
Report & Dashboard Focus,Innovation,23,5.471382436,Zoho Analytics,4.702007052,14,1,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Domo,9.39673913,2,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Dundas,4.988294314,10,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Entrinsik,2.113467656,14,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,IBM Cog. Analytics,7.707608696,7,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Logi Analytics,5.06899811,9,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Looker,9.39673913,3,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Microsoft Power BI,8.85016049,4,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,MicroStrategy,3.397276636,12,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Oracle Analytics Cloud,7.948913043,6,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Phocas,10,1,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Pyramid,4.524247492,11,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,QlikView,1.595952024,15,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Report One,3.364130435,13,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,SAP Analytics Cloud,8.0256917,5,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,SAP BO BI,1.290421196,16,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,TARGIT,1,17,2,,,
Report & Dashboard Focus,Cloud BI,24,5.609165744,Zoho Analytics,6.687177598,8,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Domo,5.216216216,7,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Dundas,4.864864865,9,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Entrinsik,9.971715902,1,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,IBM Cog. Analytics,2.91988417,12,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Logi Analytics,4.864864865,8,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Looker,1,17,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Microsoft Power BI,8.288783784,2,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,MicroStrategy,5.828247602,5,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Oracle Analytics Cloud,4.049227799,10,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Phocas,5.743243243,6,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Pyramid,6.621621622,4,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,QlikView,3.280903855,11,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Report One,7.719594595,3,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,SAP Analytics Cloud,2.054054054,15,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,SAP BO BI,1.663034002,16,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,TARGIT,2.284628378,13,2,,,
Report & Dashboard Focus,Data Preparation,25,4.621783869,Zoho Analytics,2.19944082,14,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Domo,6.841322314,8,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Dundas,8.228555144,5,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Entrinsik,4.120867769,13,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,IBM Cog. Analytics,4.533057851,12,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Logi Analytics,7.703750795,6,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Looker,5.082644628,10,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Microsoft Power BI,5.334538567,9,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,MicroStrategy,10,1,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Oracle Analytics Cloud,1,17,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Phocas,8.654958678,4,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Pyramid,9.243801653,2,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,QlikView,7.006198347,7,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Report One,2.630642085,16,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,SAP Analytics Cloud,3.656057675,15,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,SAP BO BI,5.064916022,11,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,TARGIT,8.897423432,3,2,,,
Report & Dashboard Focus,Visual Analysis,26,5.982788979,Zoho Analytics,3.708677686,14,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Domo,2.075140366,15,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Dundas,3.956636005,11,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Entrinsik,3.365308804,13,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,IBM Cog. Analytics,4.252299606,10,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Logi Analytics,3.956636005,12,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Looker,4.547963206,9,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Microsoft Power BI,6.913272011,3,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,MicroStrategy,5.777923784,5,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Oracle Analytics Cloud,8.848524668,2,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Phocas,2.921813403,14,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Pyramid,1,16,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,QlikView,4.784494087,8,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Report One,1,17,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,SAP Analytics Cloud,9.751642576,1,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,SAP BO BI,4.94218134,7,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,TARGIT,6.256241787,4,2,,,
Report & Dashboard Focus,Visual Design Standards,27,4.673624927,Zoho Analytics,5.101546118,6,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Domo,3.577844311,13,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Dundas,4.983712575,8,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Entrinsik,3.732480984,11,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,IBM Cog. Analytics,5.095808383,7,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Logi Analytics,1,17,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Looker,6.931860417,3,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Microsoft Power BI,3.820235391,10,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,MicroStrategy,9.51262692,1,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Oracle Analytics Cloud,3.694610778,12,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Phocas,6.02994012,5,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Pyramid,8.12239521,2,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,QlikView,4.226099525,9,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Report One,2.508982036,15,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,SAP Analytics Cloud,6.586444133,4,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,SAP BO BI,1.1534558,16,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,TARGIT,5.26065516,6,2,,,
Report & Dashboard Focus,Location Intelligence,28,4.668288485,Zoho Analytics,3.123752495,14,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Domo,10,1,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Dundas,6.378012545,9,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Entrinsik,1.560085837,16,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,IBM Cog. Analytics,9.289270386,2,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Logi Analytics,2.545064378,15,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Looker,3.903655468,14,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Microsoft Power BI,7.754291845,8,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,MicroStrategy,9.018070928,3,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Oracle Analytics Cloud,8.477007971,5,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Phocas,8.857755978,4,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Pyramid,5.409871245,11,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,QlikView,4.812820158,13,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Report One,5.694618686,10,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,SAP Analytics Cloud,7.9527897,6,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,SAP BO BI,1,17,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,TARGIT,7.911031203,7,2,,,
Report & Dashboard Focus,Mobile BI,29,6.212371764,Zoho Analytics,5.045973667,12,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Domo,5.397362447,11,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Dundas,9.279104962,2,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Entrinsik,10,1,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,IBM Cog. Analytics,4.486341245,15,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Logi Analytics,5.635020152,9,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Looker,7.615501027,6,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Microsoft Power BI,2.980640515,16,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,MicroStrategy,6.441539385,8,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Oracle Analytics Cloud,7.932377967,5,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Phocas,8.053291536,3,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Pyramid,8.020737883,4,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,QlikView,1.077358681,17,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Report One,5.397362447,10,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,SAP Analytics Cloud,6.612619222,7,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,SAP BO BI,5.175548589,13,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,TARGIT,4.996865204,14,2,,,
Report & Dashboard Focus,Operational BI,30,6.14325874,Zoho Analytics,5.333727324,12,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Domo,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Dundas,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Entrinsik,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,IBM Cog. Analytics,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Logi Analytics,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Looker,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Microsoft Power BI,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,MicroStrategy,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Oracle Analytics Cloud,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Phocas,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Pyramid,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,QlikView,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Report One,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,SAP Analytics Cloud,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,SAP BO BI,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,TARGIT,n/a,n/a,2,,,
Report & Dashboard Focus,Embedded BI,31,n/a,Zoho Analytics,n/a,n/a,2,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Domo,4.621430123,12,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Dundas,4.831773456,11,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Entrinsik,6.049629785,7,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,IBM Cog. Analytics,2.935600797,16,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Logi Analytics,6.334976951,4,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Looker,2.635544627,17,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Microsoft Power BI,6.77380389,1,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,MicroStrategy,5.923137607,8,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Oracle Analytics Cloud,3.600797431,15,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Phocas,6.432622485,3,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Pyramid,3.637186875,14,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,QlikView,5.043665035,10,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Report One,6.091183751,6,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,SAP Analytics Cloud,5.898025963,9,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,SAP BO BI,6.722419187,2,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,TARGIT,6.312125044,5,1,,,
Report & Dashboard Focus,Competitiveness,32,5.194303808,Zoho Analytics,4.459241732,13,1,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Domo,2.141786987,9,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Dundas,1.570893494,10,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Entrinsik,1.081556213,15,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,IBM Cog. Analytics,5.839001994,4,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Logi Analytics,1.380595662,12,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Looker,3.310759379,7,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Microsoft Power BI,10,1,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,MicroStrategy,3.854467468,6,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Oracle Analytics Cloud,2.332084818,8,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Phocas,1.081556213,15,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Pyramid,1.48933728,11,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,QlikView,9.808071045,2,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Report One,1,17,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,SAP Analytics Cloud,5.730260376,5,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,SAP BO BI,8.611913248,3,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,TARGIT,1.271854045,13,2,,,
Report & Dashboard Focus,Considered for Purchase,33,3.632282757,Zoho Analytics,1.24466864,14,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Domo,6.274525547,9,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Dundas,7.005693431,7,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Entrinsik,9.361678832,5,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,IBM Cog. Analytics,1,17,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Logi Analytics,9.63789781,3,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Looker,2.18540146,15,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Microsoft Power BI,4.623006483,13,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,MicroStrategy,7.302251034,6,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Oracle Analytics Cloud,4.446605839,14,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Phocas,10,1,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Pyramid,5.069086605,12,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,QlikView,1.867394361,16,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Report One,9.485306252,4,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,SAP Analytics Cloud,6.009869688,10,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,SAP BO BI,5.46275648,11,2,,,
