peer,KPI,sort,Product,Hierarchy1,average,Value,Rank,last,group,Code
All products,Project success,3,IBM Cog. Analytics,,6.484171566,2.954905131,33,,2,
All products,Project success,3,IBM Plan. Analytics,,6.484171566,5.4363822,29,,2,
All products,Project success,3,Infor BI,,6.484171566,6.131564088,23,,2,
All products,Project success,3,Information Builders,,6.484171566,7.251067812,13,,2,
All products,Project success,3,Jedox,,6.484171566,6.925728827,15,,2,
All products,Project success,3,Logi Analytics,,6.484171566,7.382277639,11,,2,
All products,Project success,3,Longview Analytics,,6.484171566,8.652173913,4,,2,
All products,Project success,3,Looker,,6.484171566,7.554922148,10,,2,
All products,Project success,3,MS Excel,,6.484171566,2.887381945,34,,2,
All products,Project success,3,MS Power BI,,6.484171566,6.786925538,17,,2,
All products,Project success,3,MS SSRS,,6.484171566,5.07907201,31,,2,
All products,Project success,3,MicroStrategy,,6.484171566,4.416149068,32,,2,
All products,Project success,3,Oracle Analytics Server,,6.484171566,1,36,,2,
All products,Project success,3,Phocas,,6.484171566,10,1,,2,
All products,Project success,3,Pyramid A.OS,,6.484171566,8.260298283,6,,2,
All products,Project success,3,Qlik Sense,,6.484171566,6.380542605,21,,2,
All products,Project success,3,QlikView,,6.484171566,6.630022025,19,,2,
All products,Project success,3,Report One,,6.484171566,8.1200171,7,,2,
All products,Project success,3,ReportServer,,6.484171566,9.615636388,3,,2,
All products,Project success,3,SAP Analytics Cloud,,6.484171566,5.879254859,28,,2,
All products,Project success,3,SAP BO BI,,6.484171566,2.136487948,35,,2,
All products,Project success,3,SAS Platform,,6.484171566,5.955083035,26,,2,
All products,Project success,3,Sisense,,6.484171566,7.228102078,14,,2,
All products,Project success,3,Tableau,,6.484171566,5.953182361,27,,2,
All products,Project success,3,TARGIT,,6.484171566,6.87924606,16,,2,
All products,Project success,3,Yellowfin,,6.484171566,6.67659321,18,,2,
All products,Project success,3,Zoho Analytics,,6.484171566,8.477337093,5,,2,
All products,Project length,4,Bissantz,,5.098642323,3.313203685,25,,2,
All products,Project length,4,Board,,5.098642323,5.306185115,16,,2,
All products,Project length,4,CALUMO,,5.098642323,3.072671443,27,,2,
All products,Project length,4,Cubeware,,5.098642323,3.35901935,24,,2,
All products,Project length,4,cubus,,5.098642323,3.728668466,22,,2,
All products,Project length,4,DigDash,,5.098642323,3.523669396,23,,2,
All products,Project length,4,Dimensional Insight,,5.098642323,4.962567627,19,,2,
All products,Project length,4,Dundas,,5.098642323,7.105123728,9,,2,
All products,Project length,4,Exago,,5.098642323,4.275332651,21,,2,
All products,Project length,4,IBM Cog. Analytics,,5.098642323,1.129911031,35,,2,
All products,Project length,4,IBM Plan. Analytics,,5.098642323,1.388945752,34,,2,
All products,Project length,4,Infor BI,,5.098642323,2.526007258,30,,2,
All products,Project length,4,Information Builders,,5.098642323,2.832139202,29,,2,
All products,Project length,4,Jedox,,5.098642323,7.412709715,7,,2,
All products,Project length,4,Logi Analytics,,5.098642323,6.461989392,13,,2,
All products,Project length,4,Longview Analytics,,5.098642323,3.072671443,27,,2,
All products,Project length,4,Looker,,5.098642323,7.336652089,8,,2,
All products,Project length,4,MS Excel,,5.098642323,5.219193346,17,,2,
All products,Project length,4,MS Power BI,,5.098642323,6.28344586,14,,2,
All products,Project length,4,MS SSRS,,5.098642323,3.138271145,26,,2,
All products,Project length,4,MicroStrategy,,5.098642323,2.495394063,31,,2,
All products,Project length,4,Oracle Analytics Server,,5.098642323,2.170675537,33,,2,
All products,Project length,4,Phocas,,5.098642323,9.837640737,2,,2,
All products,Project length,4,Pyramid A.OS,,5.098642323,8.920093178,4,,2,
All products,Project length,4,Qlik Sense,,5.098642323,6.599576783,12,,2,
All products,Project length,4,QlikView,,5.098642323,5.21575946,18,,2,
All products,Project length,4,Report One,,5.098642323,8.398742506,5,,2,
All products,Project length,4,ReportServer,,5.098642323,9.290685773,3,,2,
All products,Project length,4,SAP Analytics Cloud,,5.098642323,6.886825559,10,,2,
All products,Project length,4,SAP BO BI,,5.098642323,2.284720997,32,,2,
All products,Project length,4,SAS Platform,,5.098642323,1,36,,2,
All products,Project length,4,Sisense,,5.098642323,8.190973793,6,,2,
All products,Project length,4,Tableau,,5.098642323,5.762259235,15,,2,
All products,Project length,4,TARGIT,,5.098642323,4.36874323,20,,2,
All products,Project length,4,Yellowfin,,5.098642323,6.680655067,11,,2,
All products,Project length,4,Zoho Analytics,,5.098642323,10,1,,2,
All products,Customer satisfaction,5,Bissantz,,6.156409651,7.999784786,8,,1,
All products,Customer satisfaction,5,Board,,6.156409651,6.365928179,20,,1,
All products,Customer satisfaction,5,CALUMO,,6.156409651,5.547149664,22,,1,
All products,Customer satisfaction,5,Cubeware,,6.156409651,4.792751089,27,,1,
All products,Customer satisfaction,5,cubus,,6.156409651,9.342134796,2,,1,
All products,Customer satisfaction,5,DigDash,,6.156409651,7.882931842,9,,1,
All products,Customer satisfaction,5,Dimensional Insight,,6.156409651,8.593676099,4,,1,
All products,Customer satisfaction,5,Dundas,,6.156409651,7.065604539,13,,1,
All products,Customer satisfaction,5,Exago,,6.156409651,7.66934097,10,,1,
All products,Customer satisfaction,5,IBM Cog. Analytics,,6.156409651,2.941188669,35,,1,
All products,Customer satisfaction,5,IBM Plan. Analytics,,6.156409651,5.003417207,26,,1,
All products,Customer satisfaction,5,Infor BI,,6.156409651,3.740794333,32,,1,
All products,Customer satisfaction,5,Information Builders,,6.156409651,6.972236499,14,,1,
All products,Customer satisfaction,5,Jedox,,6.156409651,6.783524434,15,,1,
All products,Customer satisfaction,5,Logi Analytics,,6.156409651,7.522241152,11,,1,
All products,Customer satisfaction,5,Longview Analytics,,6.156409651,8.56217747,5,,1,
All products,Customer satisfaction,5,Looker,,6.156409651,7.239386907,12,,1,
All products,Customer satisfaction,5,MS Excel,,6.156409651,3.008584904,34,,1,
All products,Customer satisfaction,5,MS Power BI,,6.156409651,6.586161036,16,,1,
All products,Customer satisfaction,5,MS SSRS,,6.156409651,4.321006407,29,,1,
All products,Customer satisfaction,5,MicroStrategy,,6.156409651,4.092325656,30,,1,
All products,Customer satisfaction,5,Oracle Analytics Server,,6.156409651,1.186581146,36,,1,
All products,Customer satisfaction,5,Phocas,,6.156409651,9.290601927,3,,1,
All products,Customer satisfaction,5,Pyramid A.OS,,6.156409651,8.33401165,6,,1,
All products,Customer satisfaction,5,Qlik Sense,,6.156409651,5.540011064,23,,1,
All products,Customer satisfaction,5,QlikView,,6.156409651,5.302442403,24,,1,
All products,Customer satisfaction,5,Report One,,6.156409651,6.547737122,17,,1,
All products,Customer satisfaction,5,ReportServer,,6.156409651,9.67422304,1,,1,
All products,Customer satisfaction,5,SAP Analytics Cloud,,6.156409651,5.077151718,25,,1,
All products,Customer satisfaction,5,SAP BO BI,,6.156409651,3.832066609,31,,1,
All products,Customer satisfaction,5,SAS Platform,,6.156409651,3.042577756,33,,1,
All products,Customer satisfaction,5,Sisense,,6.156409651,6.403540306,19,,1,
All products,Customer satisfaction,5,Tableau,,6.156409651,4.483284315,28,,1,
All products,Customer satisfaction,5,TARGIT,,6.156409651,6.216980196,21,,1,
All products,Customer satisfaction,5,Yellowfin,,6.156409651,6.537876677,18,,1,
All products,Customer satisfaction,5,Zoho Analytics,,6.156409651,8.129314861,7,,1,
All products,Price-to-value,6,Bissantz,,6.696697014,7.054896229,21,,2,
All products,Price-to-value,6,Board,,6.696697014,5.666207319,29,,2,
All products,Price-to-value,6,CALUMO,,6.696697014,7.338377152,16,,2,
All products,Price-to-value,6,Cubeware,,6.696697014,7.351354297,15,,2,
All products,Price-to-value,6,cubus,,6.696697014,8.203973947,7,,2,
All products,Price-to-value,6,DigDash,,6.696697014,8.042157914,8,,2,
All products,Price-to-value,6,Dimensional Insight,,6.696697014,7.831105094,11,,2,
All products,Price-to-value,6,Dundas,,6.696697014,6.879421222,22,,2,
All products,Price-to-value,6,Exago,,6.696697014,8.581660938,3,,2,
All products,Price-to-value,6,IBM Cog. Analytics,,6.696697014,3.314633646,34,,2,
All products,Price-to-value,6,IBM Plan. Analytics,,6.696697014,5.807073955,27,,2,
All products,Price-to-value,6,Infor BI,,6.696697014,5.925401929,26,,2,
All products,Price-to-value,6,Information Builders,,6.696697014,8.258153422,5,,2,
All products,Price-to-value,6,Jedox,,6.696697014,7.202284398,17,,2,
All products,Price-to-value,6,Logi Analytics,,6.696697014,7.877813505,10,,2,
All products,Price-to-value,6,Longview Analytics,,6.696697014,7.721202951,12,,2,
All products,Price-to-value,6,Looker,,6.696697014,6.727402644,24,,2,
All products,Price-to-value,6,MS Excel,,6.696697014,7.436109765,14,,2,
All products,Price-to-value,6,MS Power BI,,6.696697014,7.992935549,9,,2,
All products,Price-to-value,6,MS SSRS,,6.696697014,7.187566988,18,,2,
All products,Price-to-value,6,MicroStrategy,,6.696697014,4.829581994,32,,2,
All products,Price-to-value,6,Oracle Analytics Server,,6.696697014,1,36,,2,
All products,Price-to-value,6,Phocas,,6.696697014,8.210610932,6,,2,
All products,Price-to-value,6,Pyramid A.OS,,6.696697014,9.145613229,2,,2,
All products,Price-to-value,6,Qlik Sense,,6.696697014,5.678766513,28,,2,
All products,Price-to-value,6,QlikView,,6.696697014,5.390559486,30,,2,
All products,Price-to-value,6,Report One,,6.696697014,7.167845659,19,,2,
All products,Price-to-value,6,ReportServer,,6.696697014,10,1,,2,
All products,Price-to-value,6,SAP Analytics Cloud,,6.696697014,6.324758842,25,,2,
All products,Price-to-value,6,SAP BO BI,,6.696697014,2.377277599,35,,2,
All products,Price-to-value,6,SAS Platform,,6.696697014,3.440514469,33,,2,
All products,Price-to-value,6,Sisense,,6.696697014,7.079099678,20,,2,
All products,Price-to-value,6,Tableau,,6.696697014,5.022013356,31,,2,
All products,Price-to-value,6,TARGIT,,6.696697014,6.835400398,23,,2,
All products,Price-to-value,6,Yellowfin,,6.696697014,7.700321543,13,,2,
All products,Price-to-value,6,Zoho Analytics,,6.696697014,8.478995955,4,,2,
All products,Recommendation,7,Bissantz,,6.33094346,8.2,10,,2,
All products,Recommendation,7,Board,,6.33094346,6.417142857,20,,2,
All products,Recommendation,7,CALUMO,,6.33094346,5.608,24,,2,
All products,Recommendation,7,Cubeware,,6.33094346,3.4,31,,2,
All products,Recommendation,7,cubus,,6.33094346,8.723636364,7,,2,
All products,Recommendation,7,DigDash,,6.33094346,8.92,5,,2,
All products,Recommendation,7,Dimensional Insight,,6.33094346,8.611428571,9,,2,
All products,Recommendation,7,Dundas,,6.33094346,7.691764706,13,,2,
All products,Recommendation,7,Exago,,6.33094346,7.938181818,11,,2,
All products,Recommendation,7,IBM Cog. Analytics,,6.33094346,2.44,34,,2,
All products,Recommendation,7,IBM Plan. Analytics,,6.33094346,4.552,29,,2,
All products,Recommendation,7,Infor BI,,6.33094346,1.654545455,35,,2,
All products,Recommendation,7,Information Builders,,6.33094346,7.24,15,,2,
All products,Recommendation,7,Jedox,,6.33094346,6.071304348,21,,2,
All products,Recommendation,7,Logi Analytics,,6.33094346,6.890909091,19,,2,
All products,Recommendation,7,Longview Analytics,,6.33094346,7.88,12,,2,
All products,Recommendation,7,Looker,,6.33094346,8.985454545,4,,2,
All products,Recommendation,7,MS Excel,,6.33094346,2.695189873,32,,2,
All products,Recommendation,7,MS Power BI,,6.33094346,7.275229358,14,,2,
All products,Recommendation,7,MS SSRS,,6.33094346,4.796363636,26,,2,
All products,Recommendation,7,MicroStrategy,,6.33094346,4.744,27,,2,
All products,Recommendation,7,Oracle Analytics Server,,6.33094346,1,36,,2,
All products,Recommendation,7,Phocas,,6.33094346,10,1,,2,
All products,Recommendation,7,Pyramid A.OS,,6.33094346,8.696551724,8,,2,
All products,Recommendation,7,Qlik Sense,,6.33094346,7.06741573,17,,2,
All products,Recommendation,7,QlikView,,6.33094346,5.796390977,22,,2,
All products,Recommendation,7,Report One,,6.33094346,8.885714286,6,,2,
All products,Recommendation,7,ReportServer,,6.33094346,9.854468085,2,,2,
All products,Recommendation,7,SAP Analytics Cloud,,6.33094346,4.497142857,30,,2,
All products,Recommendation,7,SAP BO BI,,6.33094346,4.707234043,28,,2,
All products,Recommendation,7,SAS Platform,,6.33094346,2.539310345,33,,2,
All products,Recommendation,7,Sisense,,6.33094346,7.061395349,18,,2,
All products,Recommendation,7,Tableau,,6.33094346,5.005818182,25,,2,
All products,Recommendation,7,TARGIT,,6.33094346,7.165436893,16,,2,
All products,Recommendation,7,Yellowfin,,6.33094346,5.68,23,,2,
All products,Recommendation,7,Zoho Analytics,,6.33094346,9.221935484,3,,2,
All products,Vendor support,8,Bissantz,,6.572184108,9.029892503,6,,2,
All products,Vendor support,8,Board,,6.572184108,6.934490298,19,,2,
All products,Vendor support,8,CALUMO,,6.572184108,7.384065158,15,,2,
All products,Vendor support,8,Cubeware,,6.572184108,5.422688177,26,,2,
All products,Vendor support,8,cubus,,6.572184108,10,1,,2,
All products,Vendor support,8,DigDash,,6.572184108,7.654449005,14,,2,
All products,Vendor support,8,Dimensional Insight,,6.572184108,8.481077967,9,,2,
All products,Vendor support,8,Dundas,,6.572184108,8.330753498,12,,2,
All products,Vendor support,8,Exago,,6.572184108,9.065060093,5,,2,
All products,Vendor support,8,IBM Cog. Analytics,,6.572184108,2.522423138,34,,2,
All products,Vendor support,8,IBM Plan. Analytics,,6.572184108,3.946769123,32,,2,
All products,Vendor support,8,Infor BI,,6.572184108,4.632771568,29,,2,
All products,Vendor support,8,Information Builders,,6.572184108,7.327781174,16,,2,
All products,Vendor support,8,Jedox,,6.572184108,6.153218164,22,,2,
All products,Vendor support,8,Logi Analytics,,6.572184108,8.445597658,11,,2,
All products,Vendor support,8,Longview Analytics,,6.572184108,8.471118582,10,,2,
All products,Vendor support,8,Looker,,6.572184108,8.853109191,7,,2,
All products,Vendor support,8,MS Excel,,6.572184108,3.148182944,33,,2,
All products,Vendor support,8,MS Power BI,,6.572184108,5.985908575,24,,2,
All products,Vendor support,8,MS SSRS,,6.572184108,4.148745453,31,,2,
All products,Vendor support,8,MicroStrategy,,6.572184108,4.465139392,30,,2,
All products,Vendor support,8,Oracle Analytics Server,,6.572184108,1.815261526,35,,2,
All products,Vendor support,8,Phocas,,6.572184108,9.327304429,2,,2,
All products,Vendor support,8,Pyramid A.OS,,6.572184108,9.11882204,4,,2,
All products,Vendor support,8,Qlik Sense,,6.572184108,5.116939961,28,,2,
All products,Vendor support,8,QlikView,,6.572184108,5.288201255,27,,2,
All products,Vendor support,8,Report One,,6.572184108,5.83264764,25,,2,
All products,Vendor support,8,ReportServer,,6.572184108,9.154635511,3,,2,
All products,Vendor support,8,SAP Analytics Cloud,,6.572184108,6.189247704,20,,2,
All products,Vendor support,8,SAP BO BI,,6.572184108,6.169595228,21,,2,
All products,Vendor support,8,SAS Platform,,6.572184108,1,36,,2,
All products,Vendor support,8,Sisense,,6.572184108,8.182296414,13,,2,
All products,Vendor support,8,Tableau,,6.572184108,6.148714471,23,,2,
All products,Vendor support,8,TARGIT,,6.572184108,7.159497746,17,,2,
All products,Vendor support,8,Yellowfin,,6.572184108,8.560441817,8,,2,
All products,Vendor support,8,Zoho Analytics,,6.572184108,7.131780475,18,,2,
All products,Implementer support,9,Bissantz,,6.180241171,8.800573203,5,,2,
All products,Implementer support,9,Board,,6.180241171,7.257059396,12,,2,
All products,Implementer support,9,CALUMO,,6.180241171,4.928840233,25,,2,
All products,Implementer support,9,Cubeware,,6.180241171,6.209436133,21,,2,
All products,Implementer support,9,cubus,,6.180241171,10,1,,2,
All products,Implementer support,9,DigDash,,6.180241171,7.334177215,11,,2,
All products,Implementer support,9,Dimensional Insight,,6.180241171,8.462025316,6,,2,
All products,Implementer support,9,Dundas,,6.180241171,7.821202532,9,,2,
All products,Implementer support,9,Exago,,6.180241171,8.462025316,7,,2,
All products,Implementer support,9,IBM Cog. Analytics,,6.180241171,4.709961475,26,,2,
All products,Implementer support,9,IBM Plan. Analytics,,6.180241171,6.884615385,16,,2,
All products,Implementer support,9,Infor BI,,6.180241171,3.976265823,28,,2,
All products,Implementer support,9,Information Builders,,6.180241171,6.924050633,15,,2,
All products,Implementer support,9,Jedox,,6.180241171,6.97039262,14,,2,
All products,Implementer support,9,Logi Analytics,,6.180241171,7.681893231,10,,2,
All products,Implementer support,9,Longview Analytics,,6.180241171,9.00575374,3,,2,
All products,Implementer support,9,Looker,,6.180241171,6.87522604,17,,2,
All products,Implementer support,9,MS Excel,,6.180241171,1.616287937,35,,2,
All products,Implementer support,9,MS Power BI,,6.180241171,6.079805516,22,,2,
All products,Implementer support,9,MS SSRS,,6.180241171,3.773078111,31,,2,
All products,Implementer support,9,MicroStrategy,,6.180241171,3.335443038,33,,2,
All products,Implementer support,9,Oracle Analytics Server,,6.180241171,1,36,,2,
All products,Implementer support,9,Phocas,,6.180241171,8.803797468,4,,2,
All products,Implementer support,9,Pyramid A.OS,,6.180241171,8.367088608,8,,2,
All products,Implementer support,9,Qlik Sense,,6.180241171,4.659810127,27,,2,
All products,Implementer support,9,QlikView,,6.180241171,3.787788533,30,,2,
All products,Implementer support,9,Report One,,6.180241171,6.078614257,23,,2,
All products,Implementer support,9,ReportServer,,6.180241171,9.58346519,2,,2,
All products,Implementer support,9,SAP Analytics Cloud,,6.180241171,6.539556962,19,,2,
All products,Implementer support,9,SAP BO BI,,6.180241171,3.792463939,29,,2,
All products,Implementer support,9,SAS Platform,,6.180241171,3.237793852,34,,2,
All products,Implementer support,9,Sisense,,6.180241171,7.180379747,13,,2,
All products,Implementer support,9,Tableau,,6.180241171,3.721971067,32,,2,
All products,Implementer support,9,TARGIT,,6.180241171,5.53123724,24,,2,
All products,Implementer support,9,Yellowfin,,6.180241171,6.658227848,18,,2,
All products,Implementer support,9,Zoho Analytics,,6.180241171,6.438374417,20,,2,
All products,Product satisfaction,10,Bissantz,,4.902799836,6.413060179,11,,2,
All products,Product satisfaction,10,Board,,4.902799836,5.083568075,15,,2,
All products,Product satisfaction,10,CALUMO,,4.902799836,2.755195323,27,,2,
All products,Product satisfaction,10,Cubeware,,4.902799836,1.568309859,32,,2,
All products,Product satisfaction,10,cubus,,4.902799836,9.763380282,3,,2,
All products,Product satisfaction,10,DigDash,,4.902799836,7.21971831,8,,2,
All products,Product satisfaction,10,Dimensional Insight,,4.902799836,9.639692702,6,,2,
All products,Product satisfaction,10,Dundas,,4.902799836,3.914001657,21,,2,
All products,Product satisfaction,10,Exago,,4.902799836,3.769014085,23,,2,
All products,Product satisfaction,10,IBM Cog. Analytics,,4.902799836,1.08513302,35,,2,
All products,Product satisfaction,10,IBM Plan. Analytics,,4.902799836,3.111737089,26,,2,
All products,Product satisfaction,10,Infor BI,,4.902799836,3.440375587,24,,2,
All products,Product satisfaction,10,Information Builders,,4.902799836,5.001408451,16,,2,
All products,Product satisfaction,10,Jedox,,4.902799836,7.783098592,7,,2,
All products,Product satisfaction,10,Logi Analytics,,4.902799836,6.950832266,9,,2,
All products,Product satisfaction,10,Longview Analytics,,4.902799836,9.852112676,2,,2,
All products,Product satisfaction,10,Looker,,4.902799836,4.064788732,20,,2,
All products,Product satisfaction,10,MS Excel,,4.902799836,1,36,,2,
All products,Product satisfaction,10,MS Power BI,,4.902799836,5.505569782,13,,2,
All products,Product satisfaction,10,MS SSRS,,4.902799836,1.73556338,30,,2,
All products,Product satisfaction,10,MicroStrategy,,4.902799836,3.140067994,25,,2,
All products,Product satisfaction,10,Oracle Analytics Server,,4.902799836,1.304225352,34,,2,
All products,Product satisfaction,10,Phocas,,4.902799836,10,1,,2,
All products,Product satisfaction,10,Pyramid A.OS,,4.902799836,6.144174136,12,,2,
All products,Product satisfaction,10,Qlik Sense,,4.902799836,4.853521127,17,,2,
All products,Product satisfaction,10,QlikView,,4.902799836,6.759624413,10,,2,
All products,Product satisfaction,10,Report One,,4.902799836,3.83943662,22,,2,
All products,Product satisfaction,10,ReportServer,,4.902799836,9.733802817,4,,2,
All products,Product satisfaction,10,SAP Analytics Cloud,,4.902799836,1.393854033,33,,2,
All products,Product satisfaction,10,SAP BO BI,,4.902799836,1.695979853,31,,2,
All products,Product satisfaction,10,SAS Platform,,4.902799836,5.149295775,14,,2,
All products,Product satisfaction,10,Sisense,,4.902799836,1.797183099,29,,2,
All products,Product satisfaction,10,Tableau,,4.902799836,2.637294188,28,,2,
All products,Product satisfaction,10,TARGIT,,4.902799836,4.261971831,19,,2,
All products,Product satisfaction,10,Yellowfin,,4.902799836,4.45915493,18,,2,
All products,Product satisfaction,10,Zoho Analytics,,4.902799836,9.674647887,5,,2,
All products,Customer experience,11,Bissantz,,5.835849767,6.351030575,16,,1,
All products,Customer experience,11,Board,,5.835849767,7.314465743,5,,1,
All products,Customer experience,11,CALUMO,,5.835849767,4.783390413,29,,1,
All products,Customer experience,11,Cubeware,,5.835849767,4.55611894,30,,1,
All products,Customer experience,11,cubus,,5.835849767,7.502069545,4,,1,
All products,Customer experience,11,DigDash,,5.835849767,6.461550511,13,,1,
All products,Customer experience,11,Dimensional Insight,,5.835849767,6.665570372,12,,1,
All products,Customer experience,11,Dundas,,5.835849767,5.435654002,25,,1,
All products,Customer experience,11,Exago,,5.835849767,7.068712447,7,,1,
All products,Customer experience,11,IBM Cog. Analytics,,5.835849767,3.003765081,36,,1,
All products,Customer experience,11,IBM Plan. Analytics,,5.835849767,5.874938083,20,,1,
All products,Customer experience,11,Infor BI,,5.835849767,4.900000692,28,,1,
All products,Customer experience,11,Information Builders,,5.835849767,6.390664339,15,,1,
All products,Customer experience,11,Jedox,,5.835849767,6.71356809,11,,1,
All products,Customer experience,11,Logi Analytics,,5.835849767,6.779133338,9,,1,
All products,Customer experience,11,Longview Analytics,,5.835849767,6.880123428,8,,1,
All products,Customer experience,11,Looker,,5.835849767,7.256238106,6,,1,
All products,Customer experience,11,MS Excel,,5.835849767,4.199525114,32,,1,
All products,Customer experience,11,MS Power BI,,5.835849767,5.701811208,21,,1,
All products,Customer experience,11,MS SSRS,,5.835849767,3.311729446,34,,1,
